,image,ruler,sticker,ink
5075,ISIC_0029381,0.0,0.0,0.0
5076,ISIC_0029382,0.0,0.0,0.0
5077,ISIC_0029383,0.0,0.0,0.0
5078,ISIC_0029384,0.0,0.0,0.0
5079,ISIC_0029385,0.0,0.0,0.0
5080,ISIC_0029386,0.0,0.0,0.0
5081,ISIC_0029387,0.0,0.0,0.0
5082,ISIC_0029388,0.0,0.0,0.0
5083,ISIC_0029389,1.0,0.0,0.0
5084,ISIC_0029390,0.0,0.0,0.0
5085,ISIC_0029391,1.0,0.0,0.0
5086,ISIC_0029392,0.0,0.0,0.0
5087,ISIC_0029393,0.0,0.0,0.0
5088,ISIC_0029394,1.0,0.0,0.0
5089,ISIC_0029395,0.0,0.0,0.0
5090,ISIC_0029396,1.0,0.0,0.0
5091,ISIC_0029397,0.0,0.0,0.0
5092,ISIC_0029398,0.0,0.0,0.0
5093,ISIC_0029399,0.0,0.0,0.0
5094,ISIC_0029400,0.0,0.0,0.0
5095,ISIC_0029401,0.0,0.0,0.0
5096,ISIC_0029402,1.0,0.0,0.0
5097,ISIC_0029403,0.0,0.0,0.0
5098,ISIC_0029404,1.0,0.0,0.0
5099,ISIC_0029405,1.0,0.0,0.0
5100,ISIC_0029406,1.0,0.0,0.0
5101,ISIC_0029407,0.0,0.0,0.0
5102,ISIC_0029408,0.0,0.0,0.0
5103,ISIC_0029409,1.0,0.0,0.0
5104,ISIC_0029410,0.0,0.0,0.0
5105,ISIC_0029411,0.0,0.0,0.0
5106,ISIC_0029412,1.0,0.0,0.0
5107,ISIC_0029413,0.0,0.0,0.0
5108,ISIC_0029414,0.0,0.0,0.0
5109,ISIC_0029415,0.0,0.0,0.0
5110,ISIC_0029416,0.0,0.0,0.0
5111,ISIC_0029417,1.0,0.0,0.0
5112,ISIC_0029418,0.0,0.0,0.0
5113,ISIC_0029419,0.0,0.0,0.0
5114,ISIC_0029420,0.0,0.0,0.0
5115,ISIC_0029421,0.0,0.0,0.0
5116,ISIC_0029422,0.0,0.0,0.0
5117,ISIC_0029423,0.0,0.0,0.0
5118,ISIC_0029424,0.0,0.0,0.0
5119,ISIC_0029425,0.0,0.0,0.0
5120,ISIC_0029426,0.0,0.0,0.0
5121,ISIC_0029427,0.0,0.0,0.0
5122,ISIC_0029428,0.0,0.0,0.0
5123,ISIC_0029429,0.0,0.0,0.0
5124,ISIC_0029430,1.0,0.0,0.0
5125,ISIC_0029431,0.0,0.0,0.0
5126,ISIC_0029432,1.0,0.0,0.0
5127,ISIC_0029433,0.0,0.0,0.0
5128,ISIC_0029434,0.0,0.0,0.0
5129,ISIC_0029435,1.0,0.0,0.0
5130,ISIC_0029436,0.0,0.0,0.0
5131,ISIC_0029437,0.0,0.0,0.0
5132,ISIC_0029438,1.0,0.0,0.0
5133,ISIC_0029439,0.0,0.0,0.0
5134,ISIC_0029440,0.0,0.0,0.0
5135,ISIC_0029441,1.0,0.0,0.0
5136,ISIC_0029442,0.0,0.0,0.0
5137,ISIC_0029443,0.0,0.0,0.0
5138,ISIC_0029444,0.0,0.0,0.0
5139,ISIC_0029445,0.0,0.0,0.0
5140,ISIC_0029446,0.0,0.0,0.0
5141,ISIC_0029447,0.0,0.0,0.0
5142,ISIC_0029448,0.0,0.0,0.0
5143,ISIC_0029449,0.0,0.0,0.0
5144,ISIC_0029450,0.0,0.0,0.0
5145,ISIC_0029451,0.0,0.0,0.0
5146,ISIC_0029452,1.0,0.0,0.0
5147,ISIC_0029453,0.0,0.0,0.0
5148,ISIC_0029454,0.0,0.0,0.0
5149,ISIC_0029455,1.0,0.0,0.0
5150,ISIC_0029456,0.0,0.0,0.0
5151,ISIC_0029457,0.0,0.0,0.0
5152,ISIC_0029458,0.0,0.0,0.0
5153,ISIC_0029459,1.0,0.0,0.0
5154,ISIC_0029460,0.0,0.0,0.0
5155,ISIC_0029461,0.0,0.0,0.0
5156,ISIC_0029462,0.0,0.0,0.0
5157,ISIC_0029463,0.0,0.0,0.0
5158,ISIC_0029464,0.0,0.0,0.0
5159,ISIC_0029465,0.0,0.0,0.0
5160,ISIC_0029466,0.0,0.0,0.0
5161,ISIC_0029467,0.0,0.0,0.0
5162,ISIC_0029468,0.0,0.0,0.0
5163,ISIC_0029469,0.0,0.0,0.0
5164,ISIC_0029470,1.0,0.0,0.0
5165,ISIC_0029471,0.0,0.0,0.0
5166,ISIC_0029472,0.0,0.0,0.0
5167,ISIC_0029473,0.0,0.0,0.0
5168,ISIC_0029474,1.0,0.0,0.0
5169,ISIC_0029475,0.0,0.0,0.0
5170,ISIC_0029476,0.0,0.0,0.0
5171,ISIC_0029477,0.0,0.0,0.0
5172,ISIC_0029478,0.0,0.0,0.0
5173,ISIC_0029479,0.0,0.0,0.0
5174,ISIC_0029480,1.0,0.0,0.0
5175,ISIC_0029481,0.0,0.0,0.0
5176,ISIC_0029482,0.0,0.0,0.0
5177,ISIC_0029483,0.0,0.0,0.0
5178,ISIC_0029484,0.0,0.0,0.0
5179,ISIC_0029485,0.0,0.0,0.0
5180,ISIC_0029486,0.0,0.0,0.0
5181,ISIC_0029487,0.0,0.0,0.0
5182,ISIC_0029488,0.0,0.0,0.0
5183,ISIC_0029489,1.0,0.0,0.0
5184,ISIC_0029490,0.0,0.0,0.0
5185,ISIC_0029491,0.0,0.0,0.0
5186,ISIC_0029492,0.0,0.0,0.0
5187,ISIC_0029493,0.0,0.0,0.0
5188,ISIC_0029494,0.0,0.0,0.0
5189,ISIC_0029495,0.0,0.0,0.0
5190,ISIC_0029496,0.0,0.0,0.0
5191,ISIC_0029497,0.0,0.0,0.0
5192,ISIC_0029498,1.0,0.0,0.0
5193,ISIC_0029499,0.0,0.0,0.0
5194,ISIC_0029500,0.0,0.0,0.0
5195,ISIC_0029501,0.0,0.0,0.0
5196,ISIC_0029502,0.0,0.0,0.0
5197,ISIC_0029503,0.0,0.0,0.0
5198,ISIC_0029504,0.0,0.0,0.0
5199,ISIC_0029505,1.0,0.0,0.0
5200,ISIC_0029506,0.0,0.0,0.0
5201,ISIC_0029507,0.0,0.0,0.0
5202,ISIC_0029508,0.0,0.0,0.0
5203,ISIC_0029509,0.0,0.0,0.0
5204,ISIC_0029510,0.0,0.0,0.0
5205,ISIC_0029511,0.0,0.0,0.0
5206,ISIC_0029512,1.0,0.0,0.0
5207,ISIC_0029513,1.0,0.0,0.0
5208,ISIC_0029514,1.0,0.0,0.0
5209,ISIC_0029515,1.0,0.0,0.0
5210,ISIC_0029516,0.0,0.0,0.0
5211,ISIC_0029517,0.0,0.0,0.0
5212,ISIC_0029518,0.0,0.0,0.0
5213,ISIC_0029519,1.0,0.0,0.0
5214,ISIC_0029520,0.0,0.0,0.0
5215,ISIC_0029521,0.0,0.0,0.0
5216,ISIC_0029522,1.0,0.0,0.0
5217,ISIC_0029523,0.0,0.0,0.0
5218,ISIC_0029524,0.0,0.0,0.0
5219,ISIC_0029525,0.0,0.0,0.0
5220,ISIC_0029526,0.0,0.0,0.0
5221,ISIC_0029527,1.0,0.0,0.0
5222,ISIC_0029528,1.0,0.0,0.0
5223,ISIC_0029529,0.0,0.0,0.0
5224,ISIC_0029530,0.0,0.0,0.0
5225,ISIC_0029531,0.0,0.0,0.0
5226,ISIC_0029532,0.0,0.0,0.0
5227,ISIC_0029533,1.0,0.0,0.0
5228,ISIC_0029534,0.0,0.0,0.0
5229,ISIC_0029535,0.0,0.0,0.0
5230,ISIC_0029536,0.0,0.0,0.0
5231,ISIC_0029537,1.0,0.0,0.0
5232,ISIC_0029538,0.0,0.0,0.0
5233,ISIC_0029539,0.0,0.0,0.0
5234,ISIC_0029540,0.0,0.0,0.0
5235,ISIC_0029541,1.0,0.0,0.0
5236,ISIC_0029542,0.0,0.0,0.0
5237,ISIC_0029543,0.0,0.0,0.0
5238,ISIC_0029544,0.0,0.0,0.0
5239,ISIC_0029545,0.0,0.0,0.0
5240,ISIC_0029546,0.0,0.0,0.0
5241,ISIC_0029547,1.0,0.0,0.0
5242,ISIC_0029548,0.0,0.0,0.0
5243,ISIC_0029549,0.0,0.0,0.0
5244,ISIC_0029550,0.0,0.0,0.0
5245,ISIC_0029551,0.0,0.0,0.0
5246,ISIC_0029552,0.0,0.0,0.0
5247,ISIC_0029553,0.0,0.0,0.0
5248,ISIC_0029554,0.0,0.0,0.0
5249,ISIC_0029555,1.0,0.0,0.0
5250,ISIC_0029556,0.0,0.0,0.0
5251,ISIC_0029557,1.0,0.0,0.0
5252,ISIC_0029558,0.0,0.0,0.0
5253,ISIC_0029559,1.0,0.0,0.0
5254,ISIC_0029560,0.0,0.0,0.0
5255,ISIC_0029561,0.0,0.0,0.0
5256,ISIC_0029562,0.0,0.0,0.0
5257,ISIC_0029563,1.0,0.0,0.0
5258,ISIC_0029564,0.0,0.0,0.0
5259,ISIC_0029565,0.0,0.0,0.0
5260,ISIC_0029566,0.0,0.0,0.0
5261,ISIC_0029567,0.0,0.0,0.0
5262,ISIC_0029568,1.0,0.0,0.0
5263,ISIC_0029569,0.0,0.0,0.0
5264,ISIC_0029570,0.0,0.0,0.0
5265,ISIC_0029571,1.0,0.0,0.0
5266,ISIC_0029572,0.0,0.0,0.0
5267,ISIC_0029573,0.0,0.0,0.0
5268,ISIC_0029574,1.0,0.0,0.0
5269,ISIC_0029575,1.0,0.0,0.0
5270,ISIC_0029576,1.0,0.0,0.0
5271,ISIC_0029577,1.0,0.0,0.0
5272,ISIC_0029578,1.0,0.0,0.0
5273,ISIC_0029579,0.0,0.0,0.0
5274,ISIC_0029580,0.0,0.0,0.0
5275,ISIC_0029581,0.0,0.0,0.0
5276,ISIC_0029582,1.0,0.0,0.0
5277,ISIC_0029583,1.0,0.0,0.0
5278,ISIC_0029584,0.0,0.0,0.0
5279,ISIC_0029585,0.0,0.0,0.0
5280,ISIC_0029586,0.0,0.0,0.0
5281,ISIC_0029587,0.0,0.0,0.0
5282,ISIC_0029588,0.0,0.0,0.0
5283,ISIC_0029589,0.0,0.0,0.0
5284,ISIC_0029590,0.0,0.0,0.0
5285,ISIC_0029591,1.0,0.0,0.0
5286,ISIC_0029592,0.0,0.0,0.0
5287,ISIC_0029593,0.0,0.0,0.0
5288,ISIC_0029594,0.0,0.0,0.0
5289,ISIC_0029595,0.0,0.0,0.0
5290,ISIC_0029596,0.0,0.0,0.0
5291,ISIC_0029597,0.0,0.0,0.0
5292,ISIC_0029598,1.0,0.0,0.0
5293,ISIC_0029599,0.0,0.0,0.0
5294,ISIC_0029600,0.0,0.0,0.0
5295,ISIC_0029601,0.0,0.0,0.0
5296,ISIC_0029602,0.0,0.0,0.0
5297,ISIC_0029603,1.0,0.0,0.0
5298,ISIC_0029604,0.0,0.0,0.0
5299,ISIC_0029605,0.0,0.0,0.0
5300,ISIC_0029606,1.0,0.0,0.0
5301,ISIC_0029607,0.0,0.0,0.0
5302,ISIC_0029608,0.0,0.0,0.0
5303,ISIC_0029609,0.0,0.0,0.0
5304,ISIC_0029610,1.0,0.0,0.0
5305,ISIC_0029611,0.0,0.0,0.0
5306,ISIC_0029612,0.0,0.0,0.0
5307,ISIC_0029613,1.0,0.0,0.0
5308,ISIC_0029614,1.0,0.0,0.0
5309,ISIC_0029615,1.0,0.0,0.0
5310,ISIC_0029616,0.0,0.0,0.0
5311,ISIC_0029617,0.0,0.0,0.0
5312,ISIC_0029618,0.0,0.0,0.0
5313,ISIC_0029619,0.0,0.0,0.0
5314,ISIC_0029620,0.0,0.0,0.0
5315,ISIC_0029621,0.0,0.0,0.0
5316,ISIC_0029622,0.0,0.0,0.0
5317,ISIC_0029623,0.0,0.0,0.0
5318,ISIC_0029624,0.0,0.0,0.0
5319,ISIC_0029625,0.0,0.0,0.0
5320,ISIC_0029626,0.0,0.0,0.0
5321,ISIC_0029627,1.0,0.0,0.0
5322,ISIC_0029628,0.0,0.0,0.0
5323,ISIC_0029629,0.0,0.0,0.0
5324,ISIC_0029630,0.0,0.0,0.0
5325,ISIC_0029631,0.0,0.0,0.0
5326,ISIC_0029632,1.0,0.0,0.0
5327,ISIC_0029633,0.0,0.0,0.0
5328,ISIC_0029634,1.0,0.0,0.0
5329,ISIC_0029635,0.0,0.0,0.0
5330,ISIC_0029636,0.0,0.0,0.0
5331,ISIC_0029637,0.0,0.0,0.0
5332,ISIC_0029638,1.0,0.0,0.0
5333,ISIC_0029639,0.0,0.0,0.0
5334,ISIC_0029640,0.0,0.0,0.0
5335,ISIC_0029641,0.0,0.0,0.0
5336,ISIC_0029642,1.0,0.0,0.0
5337,ISIC_0029643,0.0,0.0,0.0
5338,ISIC_0029644,0.0,0.0,0.0
5339,ISIC_0029645,1.0,0.0,0.0
5340,ISIC_0029646,0.0,0.0,0.0
5341,ISIC_0029647,1.0,0.0,0.0
5342,ISIC_0029648,0.0,0.0,0.0
5343,ISIC_0029649,0.0,0.0,0.0
5344,ISIC_0029650,1.0,0.0,0.0
5345,ISIC_0029651,0.0,0.0,0.0
5346,ISIC_0029652,1.0,0.0,0.0
5347,ISIC_0029653,0.0,0.0,0.0
5348,ISIC_0029654,0.0,0.0,0.0
5349,ISIC_0029655,0.0,0.0,0.0
5350,ISIC_0029656,1.0,0.0,0.0
5351,ISIC_0029657,0.0,0.0,0.0
5352,ISIC_0029658,0.0,0.0,0.0
5353,ISIC_0029659,0.0,0.0,0.0
5354,ISIC_0029660,1.0,0.0,0.0
5355,ISIC_0029661,0.0,0.0,0.0
5356,ISIC_0029662,0.0,0.0,0.0
5357,ISIC_0029663,0.0,0.0,0.0
5358,ISIC_0029664,0.0,0.0,0.0
5359,ISIC_0029665,1.0,0.0,0.0
5360,ISIC_0029666,0.0,0.0,0.0
5361,ISIC_0029667,0.0,0.0,0.0
5362,ISIC_0029668,1.0,0.0,0.0
5363,ISIC_0029669,0.0,0.0,0.0
5364,ISIC_0029670,0.0,0.0,0.0
5365,ISIC_0029671,0.0,0.0,0.0
5366,ISIC_0029672,0.0,0.0,0.0
5367,ISIC_0029673,0.0,0.0,0.0
5368,ISIC_0029674,0.0,0.0,0.0
5369,ISIC_0029675,0.0,0.0,0.0
5370,ISIC_0029676,0.0,0.0,0.0
5371,ISIC_0029677,0.0,0.0,0.0
5372,ISIC_0029678,0.0,0.0,0.0
5373,ISIC_0029679,1.0,0.0,0.0
5374,ISIC_0029680,1.0,0.0,0.0
5375,ISIC_0029681,0.0,0.0,0.0
5376,ISIC_0029682,0.0,0.0,0.0
5377,ISIC_0029683,0.0,0.0,0.0
5378,ISIC_0029684,0.0,0.0,0.0
5379,ISIC_0029685,0.0,0.0,0.0
5380,ISIC_0029686,0.0,0.0,0.0
5381,ISIC_0029687,1.0,0.0,0.0
5382,ISIC_0029688,0.0,0.0,0.0
5383,ISIC_0029689,0.0,0.0,0.0
5384,ISIC_0029690,0.0,0.0,0.0
5385,ISIC_0029691,0.0,0.0,0.0
5386,ISIC_0029692,0.0,0.0,0.0
5387,ISIC_0029693,1.0,0.0,0.0
5388,ISIC_0029694,0.0,0.0,0.0
5389,ISIC_0029695,0.0,0.0,0.0
5390,ISIC_0029696,1.0,0.0,0.0
5391,ISIC_0029697,0.0,0.0,0.0
5392,ISIC_0029698,0.0,0.0,0.0
5393,ISIC_0029699,0.0,0.0,0.0
5394,ISIC_0029700,0.0,0.0,0.0
5395,ISIC_0029701,0.0,0.0,0.0
5396,ISIC_0029702,0.0,0.0,0.0
5397,ISIC_0029703,0.0,0.0,0.0
5398,ISIC_0029704,0.0,0.0,0.0
5399,ISIC_0029705,0.0,0.0,0.0
5400,ISIC_0029706,0.0,0.0,0.0
5401,ISIC_0029707,0.0,0.0,0.0
5402,ISIC_0029708,0.0,0.0,0.0
5403,ISIC_0029709,0.0,0.0,0.0
5404,ISIC_0029710,0.0,0.0,0.0
5405,ISIC_0029711,0.0,0.0,0.0
5406,ISIC_0029712,0.0,0.0,0.0
5407,ISIC_0029713,0.0,0.0,0.0
5408,ISIC_0029714,0.0,0.0,0.0
5409,ISIC_0029715,0.0,0.0,0.0
5410,ISIC_0029716,0.0,0.0,0.0
5411,ISIC_0029717,0.0,0.0,0.0
5412,ISIC_0029718,0.0,0.0,0.0
5413,ISIC_0029719,0.0,0.0,0.0
5414,ISIC_0029720,0.0,0.0,0.0
5415,ISIC_0029721,0.0,0.0,0.0
5416,ISIC_0029722,0.0,0.0,0.0
5417,ISIC_0029723,0.0,0.0,0.0
5418,ISIC_0029724,0.0,0.0,0.0
5419,ISIC_0029725,1.0,0.0,0.0
5420,ISIC_0029726,1.0,0.0,0.0
5421,ISIC_0029727,0.0,0.0,0.0
5422,ISIC_0029728,0.0,0.0,0.0
5423,ISIC_0029729,0.0,0.0,0.0
5424,ISIC_0029730,0.0,0.0,0.0
5425,ISIC_0029731,0.0,0.0,0.0
5426,ISIC_0029732,0.0,0.0,0.0
5427,ISIC_0029733,0.0,0.0,0.0
5428,ISIC_0029734,0.0,0.0,0.0
5429,ISIC_0029735,0.0,0.0,0.0
5430,ISIC_0029736,1.0,0.0,0.0
5431,ISIC_0029737,0.0,0.0,0.0
5432,ISIC_0029738,0.0,0.0,0.0
5433,ISIC_0029739,0.0,0.0,0.0
5434,ISIC_0029740,0.0,0.0,0.0
5435,ISIC_0029741,0.0,0.0,0.0
5436,ISIC_0029742,0.0,0.0,0.0
5437,ISIC_0029743,0.0,0.0,0.0
5438,ISIC_0029744,1.0,0.0,0.0
5439,ISIC_0029745,0.0,0.0,0.0
5440,ISIC_0029746,0.0,0.0,0.0
5441,ISIC_0029747,1.0,0.0,0.0
5442,ISIC_0029748,0.0,0.0,0.0
5443,ISIC_0029749,1.0,0.0,0.0
5444,ISIC_0029750,0.0,0.0,0.0
5445,ISIC_0029751,0.0,0.0,0.0
5446,ISIC_0029752,1.0,0.0,0.0
5447,ISIC_0029753,0.0,0.0,0.0
5448,ISIC_0029754,0.0,0.0,0.0
5449,ISIC_0029755,1.0,0.0,0.0
5450,ISIC_0029756,0.0,0.0,0.0
5451,ISIC_0029757,0.0,0.0,0.0
5452,ISIC_0029758,0.0,0.0,0.0
5453,ISIC_0029759,0.0,0.0,0.0
5454,ISIC_0029760,1.0,0.0,0.0
5455,ISIC_0029761,0.0,0.0,0.0
5456,ISIC_0029762,0.0,0.0,0.0
5457,ISIC_0029763,0.0,0.0,0.0
5458,ISIC_0029764,0.0,0.0,0.0
5459,ISIC_0029765,0.0,0.0,0.0
5460,ISIC_0029766,0.0,0.0,0.0
5461,ISIC_0029767,0.0,0.0,0.0
5462,ISIC_0029768,0.0,0.0,0.0
5463,ISIC_0029769,0.0,0.0,0.0
5464,ISIC_0029770,0.0,0.0,0.0
5465,ISIC_0029771,1.0,0.0,0.0
5466,ISIC_0029772,0.0,0.0,0.0
5467,ISIC_0029773,0.0,0.0,0.0
5468,ISIC_0029774,0.0,0.0,0.0
5469,ISIC_0029775,0.0,0.0,0.0
5470,ISIC_0029776,1.0,0.0,0.0
5471,ISIC_0029777,0.0,0.0,0.0
5472,ISIC_0029778,0.0,0.0,0.0
5473,ISIC_0029779,1.0,0.0,0.0
5474,ISIC_0029780,1.0,0.0,0.0
5475,ISIC_0029781,0.0,0.0,0.0
5476,ISIC_0029782,0.0,0.0,0.0
5477,ISIC_0029783,1.0,0.0,0.0
5478,ISIC_0029784,0.0,0.0,0.0
5479,ISIC_0029785,0.0,0.0,0.0
5480,ISIC_0029786,0.0,0.0,0.0
5481,ISIC_0029787,0.0,0.0,0.0
5482,ISIC_0029788,0.0,0.0,0.0
5483,ISIC_0029789,1.0,0.0,0.0
5484,ISIC_0029790,0.0,0.0,0.0
5485,ISIC_0029791,1.0,0.0,0.0
5486,ISIC_0029792,0.0,0.0,0.0
5487,ISIC_0029793,0.0,0.0,0.0
5488,ISIC_0029794,0.0,0.0,0.0
5489,ISIC_0029795,0.0,0.0,0.0
5490,ISIC_0029796,0.0,0.0,0.0
5491,ISIC_0029797,0.0,0.0,0.0
5492,ISIC_0029798,0.0,0.0,0.0
5493,ISIC_0029799,0.0,0.0,0.0
5494,ISIC_0029800,0.0,0.0,0.0
5495,ISIC_0029801,0.0,0.0,0.0
5496,ISIC_0029802,1.0,0.0,0.0
5497,ISIC_0029803,0.0,0.0,0.0
5498,ISIC_0029804,0.0,0.0,0.0
5499,ISIC_0029805,1.0,0.0,0.0
5500,ISIC_0029806,0.0,0.0,0.0
5501,ISIC_0029807,0.0,0.0,0.0
5502,ISIC_0029808,0.0,0.0,0.0
5503,ISIC_0029809,0.0,0.0,0.0
5504,ISIC_0029810,0.0,0.0,0.0
5505,ISIC_0029811,0.0,0.0,0.0
5506,ISIC_0029812,0.0,0.0,0.0
5507,ISIC_0029813,0.0,0.0,0.0
5508,ISIC_0029814,0.0,0.0,0.0
5509,ISIC_0029815,0.0,0.0,0.0
5510,ISIC_0029816,0.0,0.0,0.0
5511,ISIC_0029817,0.0,0.0,0.0
5512,ISIC_0029818,0.0,0.0,0.0
5513,ISIC_0029819,0.0,0.0,0.0
5514,ISIC_0029820,0.0,0.0,0.0
5515,ISIC_0029821,0.0,0.0,0.0
5516,ISIC_0029822,0.0,0.0,0.0
5517,ISIC_0029823,1.0,0.0,0.0
5518,ISIC_0029824,0.0,0.0,0.0
5519,ISIC_0029825,0.0,0.0,0.0
5520,ISIC_0029826,0.0,0.0,0.0
5521,ISIC_0029827,0.0,0.0,0.0
5522,ISIC_0029828,0.0,0.0,0.0
5523,ISIC_0029829,0.0,0.0,0.0
5524,ISIC_0029830,0.0,0.0,0.0
5525,ISIC_0029831,1.0,0.0,0.0
5526,ISIC_0029832,0.0,0.0,0.0
5527,ISIC_0029833,1.0,0.0,0.0
5528,ISIC_0029834,0.0,0.0,0.0
5529,ISIC_0029835,0.0,0.0,0.0
5530,ISIC_0029836,1.0,0.0,0.0
5531,ISIC_0029837,1.0,0.0,0.0
5532,ISIC_0029838,0.0,0.0,0.0
5533,ISIC_0029839,0.0,0.0,0.0
5534,ISIC_0029840,0.0,0.0,0.0
5535,ISIC_0029841,0.0,0.0,0.0
5536,ISIC_0029842,0.0,0.0,0.0
5537,ISIC_0029843,1.0,0.0,0.0
5538,ISIC_0029844,0.0,0.0,0.0
5539,ISIC_0029845,1.0,0.0,0.0
5540,ISIC_0029846,0.0,0.0,0.0
5541,ISIC_0029847,1.0,0.0,0.0
5542,ISIC_0029848,0.0,0.0,0.0
5543,ISIC_0029849,0.0,0.0,0.0
5544,ISIC_0029850,0.0,0.0,0.0
5545,ISIC_0029851,1.0,0.0,0.0
5546,ISIC_0029852,0.0,0.0,0.0
5547,ISIC_0029853,0.0,0.0,0.0
5548,ISIC_0029854,0.0,0.0,0.0
5549,ISIC_0029855,0.0,0.0,0.0
5550,ISIC_0029856,1.0,0.0,0.0
5551,ISIC_0029857,0.0,0.0,0.0
5552,ISIC_0029858,0.0,0.0,0.0
5553,ISIC_0029859,0.0,0.0,0.0
5554,ISIC_0029860,1.0,0.0,0.0
5555,ISIC_0029861,0.0,0.0,0.0
5556,ISIC_0029862,0.0,0.0,0.0
5557,ISIC_0029863,0.0,0.0,0.0
5558,ISIC_0029864,0.0,0.0,0.0
5559,ISIC_0029865,0.0,0.0,0.0
5560,ISIC_0029866,0.0,0.0,0.0
5561,ISIC_0029867,0.0,0.0,0.0
5562,ISIC_0029868,0.0,0.0,0.0
5563,ISIC_0029869,0.0,0.0,0.0
5564,ISIC_0029870,0.0,0.0,0.0
5565,ISIC_0029871,0.0,0.0,0.0
5566,ISIC_0029872,0.0,0.0,0.0
5567,ISIC_0029873,0.0,0.0,0.0
5568,ISIC_0029874,0.0,0.0,0.0
5569,ISIC_0029875,0.0,0.0,0.0
5570,ISIC_0029876,0.0,0.0,0.0
5571,ISIC_0029877,0.0,0.0,0.0
5572,ISIC_0029878,0.0,0.0,0.0
5573,ISIC_0029879,1.0,0.0,0.0
5574,ISIC_0029880,1.0,0.0,0.0
5575,ISIC_0029881,1.0,0.0,0.0
5576,ISIC_0029882,0.0,0.0,0.0
5577,ISIC_0029883,0.0,0.0,0.0
5578,ISIC_0029884,0.0,0.0,0.0
5579,ISIC_0029885,1.0,0.0,0.0
5580,ISIC_0029886,0.0,0.0,0.0
5581,ISIC_0029887,0.0,0.0,0.0
5582,ISIC_0029888,0.0,0.0,0.0
5583,ISIC_0029889,0.0,0.0,0.0
5584,ISIC_0029890,0.0,0.0,0.0
5585,ISIC_0029891,0.0,0.0,0.0
5586,ISIC_0029892,0.0,0.0,0.0
5587,ISIC_0029893,0.0,0.0,0.0
5588,ISIC_0029894,1.0,0.0,0.0
5589,ISIC_0029895,0.0,0.0,0.0
5590,ISIC_0029896,0.0,0.0,0.0
5591,ISIC_0029897,1.0,0.0,0.0
5592,ISIC_0029898,0.0,0.0,0.0
5593,ISIC_0029899,0.0,0.0,0.0
5594,ISIC_0029900,0.0,0.0,0.0
5595,ISIC_0029901,0.0,0.0,0.0
5596,ISIC_0029902,1.0,0.0,0.0
5597,ISIC_0029903,0.0,0.0,0.0
5598,ISIC_0029904,0.0,0.0,0.0
5599,ISIC_0029905,0.0,0.0,0.0
5600,ISIC_0029906,0.0,0.0,0.0
5601,ISIC_0029907,0.0,0.0,0.0
5602,ISIC_0029908,0.0,0.0,0.0
5603,ISIC_0029909,0.0,0.0,0.0
5604,ISIC_0029910,0.0,0.0,0.0
5605,ISIC_0029911,0.0,0.0,0.0
5606,ISIC_0029912,0.0,0.0,0.0
5607,ISIC_0029913,1.0,0.0,0.0
5608,ISIC_0029914,0.0,0.0,0.0
5609,ISIC_0029915,1.0,0.0,0.0
5610,ISIC_0029916,0.0,0.0,0.0
5611,ISIC_0029917,0.0,0.0,0.0
5612,ISIC_0029918,0.0,0.0,0.0
5613,ISIC_0029919,1.0,0.0,0.0
5614,ISIC_0029920,1.0,0.0,0.0
5615,ISIC_0029921,0.0,0.0,0.0
5616,ISIC_0029922,0.0,0.0,0.0
5617,ISIC_0029923,0.0,0.0,0.0
5618,ISIC_0029924,0.0,0.0,0.0
5619,ISIC_0029925,0.0,0.0,0.0
5620,ISIC_0029926,1.0,0.0,0.0
5621,ISIC_0029927,1.0,0.0,0.0
5622,ISIC_0029928,0.0,0.0,0.0
5623,ISIC_0029929,1.0,0.0,0.0
5624,ISIC_0029930,1.0,0.0,0.0
5625,ISIC_0029931,1.0,0.0,0.0
5626,ISIC_0029932,0.0,0.0,0.0
5627,ISIC_0029933,0.0,0.0,0.0
5628,ISIC_0029934,0.0,0.0,0.0
5629,ISIC_0029935,0.0,0.0,0.0
5630,ISIC_0029936,0.0,0.0,0.0
5631,ISIC_0029937,0.0,0.0,0.0
5632,ISIC_0029938,0.0,0.0,0.0
5633,ISIC_0029939,0.0,0.0,0.0
5634,ISIC_0029940,0.0,0.0,0.0
5635,ISIC_0029941,0.0,0.0,0.0
5636,ISIC_0029942,0.0,0.0,0.0
5637,ISIC_0029943,0.0,0.0,0.0
5638,ISIC_0029944,0.0,0.0,0.0
5639,ISIC_0029945,1.0,0.0,0.0
5640,ISIC_0029946,0.0,0.0,0.0
5641,ISIC_0029947,1.0,0.0,0.0
5642,ISIC_0029948,0.0,0.0,0.0
5643,ISIC_0029949,0.0,0.0,0.0
5644,ISIC_0029950,0.0,0.0,0.0
5645,ISIC_0029951,0.0,0.0,0.0
5646,ISIC_0029952,0.0,0.0,0.0
5647,ISIC_0029953,0.0,0.0,0.0
5648,ISIC_0029954,0.0,0.0,0.0
5649,ISIC_0029955,0.0,0.0,0.0
5650,ISIC_0029956,0.0,0.0,0.0
5651,ISIC_0029957,0.0,0.0,0.0
5652,ISIC_0029958,1.0,0.0,0.0
5653,ISIC_0029959,1.0,0.0,0.0
5654,ISIC_0029960,0.0,0.0,0.0
5655,ISIC_0029961,0.0,0.0,0.0
5656,ISIC_0029962,1.0,0.0,0.0
